OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Sasco-6,Sasco 6,River/Stream,Sasco Brook,01100006,,,,,41.1455600000,-73.3011100000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Sasco-7,Sasco 7,River/Stream,Sasco Brook,01100006,,,,,41.1457300000,-73.3031400000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Sasco-9,Sasco 9,River/Stream,Sasco Brook,01100006,,,,,41.1528000000,-73.3060500000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Saugatuck-Harbor-1,Saugatuck Harbor 1,Estuary,Saugatuck Harbor DO Survey,02030203,,,,,41.1020500000,-73.3605330000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Saugatuck-Harbor-2,Saugatuck Harbor 2,Estuary,Saugatuck Harbor DO Survey,02030203,,,,,41.1017330000,-73.3738330000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Saugatuck-Harbor-3,Saugatuck Harbor 3,Estuary,Saugatuck Harbor DO Survey,02030203,,,,,41.1121670000,-73.3733170000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Saugatuck-Harbor-4,Saugatuck Harbor 4,Estuary,Saugatuck Harbor DO Survey,02030203,,,,,41.1190670000,-73.3685170000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Saugatuck-Harbor-5,Saugatuck Harbor 5,Estuary,Saugatuck Harbor DO Survey,01100006,,,,,41.1246170000,-73.3692330000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Saugatuck-Harbor-6,Saugatuck Harbor 6,Estuary,Saugatuck Harbor DO Survey,01100006,,,,,41.1326830000,-73.3663830000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Silvermine-1,Silvermine 1,River/Stream,Silvermine River,01100006,,,,,41.1359700000,-73.4345500000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Silvermine-10,Silvermine 10,River/Stream,Silvermine River,01100006,,,,,41.1987100000,-73.4924000000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Silvermine-2,Silvermine 2,River/Stream,Silvermine River,01100006,,,,,41.1472600000,-73.4429300000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Silvermine-3,Silvermine 3,River/Stream,Silvermine River,01100006,,,,,41.1512600000,-73.4453900000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Silvermine-4,Silvermine 4,River/Stream,Silvermine River,01100006,,,,,41.1597100000,-73.4527700000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Silvermine-5,Silvermine 5,River/Stream,Silvermine River,01100006,,,,,41.1610700000,-73.4626500000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Silvermine-6,Silvermine 6,River/Stream,Silvermine River,01100006,,,,,41.1712100000,-73.4712800000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Silvermine-7,Silvermine 7,River/Stream,Silvermine River,01100006,,,,,41.1737100000,-73.4779900000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Silvermine-8,Silvermine 8,River/Stream,Silvermine River,01100006,,,,,41.1779100000,-73.4817000000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Silvermine-9,Silvermine 9,River/Stream,Silvermine River,01100006,,,,,41.1867900000,-73.4874900000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Stamford-Harbor-East-1,Stamford Harbor East 1,Estuary,Stamford Harbor,01100006,,,,,41.0321110000,-73.5374440000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Stamford-Harbor-East-2,Stamford Harbor East 2,Estuary,Stamford Harbor,01100006,,,,,41.0413610000,-73.5300280000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Stamford-Harbor-West-1,Stamford Harbor West 1,Estuary,Stamford Harbor,02030203,,,,,41.0340000000,-73.5438610000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Stamford-Harbor-West-2,Stamford Harbor West 2,Estuary,Stamford Harbor,02030203,,,,,41.0415560000,-73.5444440000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Stamford-Harbor-West-3,Stamford Harbor West 3,Estuary,Stamford Harbor,01100006,,,,,41.0441400000,-73.5451110000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Wilson-Cove-1,Wilson Cove 1,Estuary,Wilson Cove DO Survey,02030203,,,,,41.0701500000,-73.4302200000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Wilson-Cove-2,Wilson Cove 2,Estuary,Wilson Cove DO Survey,02030203,,,,,41.0693500000,-73.4304400000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Wilson-Cove-3,Wilson Cove 3,Estuary,Wilson Cove DO Survey,02030203,,,,,41.0673200000,-73.4310400000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Wilson-Cove-4,Wilson Cove 4,Estuary,Wilson Cove DO Survey,02030203,,,,,41.0653900000,-73.4306900000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Wilson-Cove-5,Wilson Cove 5,Estuary,Wilson Cove DO Survey,02030203,,,,,41.0629900000,-73.4290900000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Wilson-Cove-6,Wilson Cove 6,Estuary,Wilson Cove DO Survey,02030203,,,,,41.0637000000,-73.4272400000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Wilson-Cove-7,Wilson Cove 7,Estuary,Wilson Cove DO Survey,02030203,,,,,41.0586500000,-73.4265500000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
NALMS,North American Lake Management Society,NALMS-F205234,"Ball Pond, Fairfield County, CT, USA",Lake,Lake,01100005,,,,,41.4640000000,-73.5240000000,,,,GPS-Unspecified,NAD83,,,,,,,US,09,001,,,,,,,,,,STORET
NALMS,North American Lake Management Society,NALMS-F206018,"Lake Candlewood, Fairfield County, CT, USA",Reservoir,Reservoir,01100005,,,,,41.5010000000,-73.4530000000,,,,GPS-Unspecified,NAD83,,,,,,,US,09,001,,,,,,,,,,STORET
NALMS,North American Lake Management Society,NALMS-F207184,"Fox Hill Lake, Fairfield County, CT, USA",Lake,Lake,01100006,,,,,41.3280000000,-73.4890000000,,,,GPS-Unspecified,NAD83,,,,,,,US,09,001,,,,,,,,,,STORET
NALMS,North American Lake Management Society,NALMS-F208263,"Lake Kenosia, Fairfield County, CT, USA",Lake,Lake,01100005,,,,,41.3840000000,-73.5030000000,,,,GPS-Unspecified,NAD83,,,,,,,US,09,001,,,,,,,,,,STORET
NALMS,North American Lake Management Society,NALMS-F208464,"Lake Lillinonah, Fairfield County, CT, USA",Reservoir,Reservoir,01100005,,,,,41.4790000000,-73.3510000000,,,,GPS-Unspecified,NAD83,,,,,,,US,09,001,,,,,,,,,,STORET
NALMS,North American Lake Management Society,NALMS-F209172,"Lake Naraneka, Fairfield County, CT, USA",Reservoir,Reservoir,02030101,,,,,41.3220000000,-73.5070000000,,,,GPS-Unspecified,NAD83,,,,,,,US,09,001,,,,,,,,,,STORET
NALMS,North American Lake Management Society,NALMS-F211112,"Squantz Pond, Fairfield County, CT, USA",Reservoir,Reservoir,01100005,,,,,41.5210000000,-73.4810000000,,,,GPS-Unspecified,NAD83,,,,,,,US,09,001,,,,,,,,,,STORET
NARS_WQX,EPA National Aquatic Resources Survey (NARS),NARS_WQX-NRS_CT-10115,None,River/Stream,SmallStreams,01100005,,,,,41.3500004400,-73.1919753500,,,,GPS-Unspecified,NAD83,132.16,m,,,Unknown,UNKWN,US,09,001,,,,,,,,,,STORET
NARS_WQX,EPA National Aquatic Resources Survey (NARS),NARS_WQX-NRS_CT-10132,NRS_CT-10132,River/Stream,,01100005,,,,,41.4496993700,-73.3413438100,,,,GPS-Unspecified,NAD83,78.98,m,,,Digital Elevation Model,NAVD88,US,09,001,,,,,,,,,,STORET
STS,Save the Sound (Volunteer),STS-BE-BHa,Byram Park,Estuary,,02030203,,,,,41.0046600000,-73.6443800000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
STS,Save the Sound (Volunteer),STS-BLR-01,Black Rock Harbor,Estuary,,02030203,,,,,41.1638700000,-73.2051300000,,,,GPS-Unspecified,NAD83,,,,,,,US,09,001,,,,,,,,,,STORET
STS,Save the Sound (Volunteer),STS-BLR-02,Black Rock Harbor,Estuary,,02030203,,,,,41.1594500000,-73.2089500000,,,,GPS-Unspecified,NAD83,,,,,,,US,09,001,,,,,,,,,,STORET
STS,Save the Sound (Volunteer),STS-BLR-03,Black Rock Harbor,Estuary,,02030203,,,,,41.1558900000,-73.2153100000,,,,GPS-Unspecified,NAD83,,,,,,,US,09,001,,,,,,,,,,STORET
STS,Save the Sound (Volunteer),STS-BLR-04,Black Rock Harbor,Estuary,,02030203,,,,,41.1490100000,-73.2194600000,,,,GPS-Unspecified,NAD83,,,,,,,US,09,001,,,,,,,,,,STORET
STS,Save the Sound (Volunteer),STS-BLR-05,Black Rock Harbor,Estuary,,02030203,,,,,41.1454500000,-73.2183900000,,,,GPS-Unspecified,NAD83,,,,,,,US,09,001,,,,,,,,,,STORET
STS,Save the Sound (Volunteer),STS-BLR-06,Black Rock Harbor,Estuary,,02030203,,,,,41.1435300000,-73.2232600000,,,,GPS-Unspecified,NAD83,,,,,,,US,09,001,,,,,,,,,,STORET
STS,Save the Sound (Volunteer),STS-COV-01,Cove Harbor,Estuary,,02030203,,,,,41.0395800000,-73.4990400000,,,,GPS-Unspecified,NAD83,,,,,,,US,09,001,,,,,,,,,,STORET
STS,Save the Sound (Volunteer),STS-COV-02,Cove Harbor,Estuary,,02030203,,,,,41.0422700000,-73.5036000000,,,,GPS-Unspecified,NAD83,,,,,,,US,09,001,,,,,,,,,,STORET
STS,Save the Sound (Volunteer),STS-COV-03,Cove Harbor,Estuary,,02030203,,,,,41.0437700000,-73.4992800000,,,,GPS-Unspecified,NAD83,,,,,,,US,09,001,,,,,,,,,,STORET
STS,Save the Sound (Volunteer),STS-COV-04,Cove Harbor,Estuary,,02030203,,,,,41.0447700000,-73.4946800000,,,,GPS-Unspecified,NAD83,,,,,,,US,09,001,,,,,,,,,,STORET
STS,Save the Sound (Volunteer),STS-DAR-01,Darien River (Harbor),Estuary,,02030203,,,,,41.0384600000,-73.4814000000,,,,GPS-Unspecified,NAD83,,,,,,,US,09,001,,,,,,,,,,STORET
STS,Save the Sound (Volunteer),STS-DAR-02,Darien River (Harbor),Estuary,,02030203,,,,,41.0408200000,-73.4858700000,,,,GPS-Unspecified,NAD83,,,,,,,US,09,001,,,,,,,,,,STORET
STS,Save the Sound (Volunteer),STS-DAR-03,Darien River (Harbor),Estuary,,02030203,,,,,41.0433600000,-73.4859800000,,,,GPS-Unspecified,NAD83,,,,,,,US,09,001,,,,,,,,,,STORET
STS,Save the Sound (Volunteer),STS-DAR-04,Darien River (Harbor),Estuary,,02030203,,,,,41.0479600000,-73.4838200000,,,,GPS-Unspecified,NAD83,,,,,,,US,09,001,,,,,,,,,,STORET
STS,Save the Sound (Volunteer),STS-E-GCa,Greenwich Cove,Estuary,,02030203,,,,,41.0070140000,-73.5804700000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
STS,Save the Sound (Volunteer),STS-E-GHa,Indian Harbor Yacht Club,Estuary,,02030203,,,,,41.0122620000,-73.6231470000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
STS,Save the Sound (Volunteer),STS-HOL-01,Holly Pond,Estuary,,02030203,,,,,41.0562400000,-73.5033700000,,,,GPS-Unspecified,NAD83,,,,,,,US,09,001,,,,,,,,,,STORET
STS,Save the Sound (Volunteer),STS-HOL-02,Holly Pond,Estuary,,02030203,,,,,41.0548700000,-73.4990600000,,,,GPS-Unspecified,NAD83,,,,,,,US,09,001,,,,,,,,,,STORET
STS,Save the Sound (Volunteer),STS-HOL-03,Holly Pond,Estuary,,02030203,,,,,41.0525000000,-73.4944600000,,,,GPS-Unspecified,NAD83,,,,,,,US,09,001,,,,,,,,,,STORET
STS,Save the Sound (Volunteer),STS-HOL-04,Holly Pond,Estuary,,02030203,,,,,41.0509200000,-73.4971000000,,,,GPS-Unspecified,NAD83,,,,,,,US,09,001,,,,,,,,,,STORET
STS,Save the Sound (Volunteer),STS-HOU-O-03,Housatonic River,Estuary,,02030203,,,,,41.1773700000,-73.1215800000,,,,GPS-Unspecified,NAD83,,,,,,,US,09,001,,,,,,,,,,STORET
STS,Save the Sound (Volunteer),STS-HOU-O-04,Housatonic River,Estuary,,02030203,,,,,41.1712100000,-73.1125600000,,,,GPS-Unspecified,NAD83,,,,,,,US,09,001,,,,,,,,,,STORET
STS,Save the Sound (Volunteer),STS-MIL-01,Mill River (Southport Harbor),Estuary,,02030203,,,,,41.1373500000,-73.2751800000,,,,GPS-Unspecified,NAD83,,,,,,,US,09,001,,,,,,,,,,STORET
STS,Save the Sound (Volunteer),STS-MIL-02,Mill River (Southport Harbor),Estuary,,02030203,,,,,41.1352000000,-73.2772900000,,,,GPS-Unspecified,NAD83,,,,,,,US,09,001,,,,,,,,,,STORET
STS,Save the Sound (Volunteer),STS-MIL-03,Mill River (Southport Harbor),Estuary,,02030203,,,,,41.1317000000,-73.2841600000,,,,GPS-Unspecified,NAD83,,,,,,,US,09,001,,,,,,,,,,STORET
STS,Save the Sound (Volunteer),STS-MIL-04,Mill River (Southport Harbor),Estuary,,02030203,,,,,41.1272700000,-73.2876600000,,,,GPS-Unspecified,NAD83,,,,,,,US,09,001,,,,,,,,,,STORET
STS,Save the Sound (Volunteer),STS-NWH-I-01,Norwalk Harbor,Estuary,,01100006,,,,,41.1173800000,-73.4110500000,,,,GPS-Unspecified,NAD83,,,,,,,US,09,001,,,,,,,,,,STORET
STS,Save the Sound (Volunteer),STS-NWH-I-02,Norwalk Harbor,Estuary,,01100006,,,,,41.1079900000,-73.4111700000,,,,GPS-Unspecified,NAD83,,,,,,,US,09,001,,,,,,,,,,STORET
STS,Save the Sound (Volunteer),STS-NWH-I-03,Norwalk Harbor,Estuary,,01100006,,,,,41.1020500000,-73.4160000000,,,,GPS-Unspecified,NAD83,,,,,,,US,09,001,,,,,,,,,,STORET
STS,Save the Sound (Volunteer),STS-NWH-I-04,Norwalk Harbor,Estuary,,02030203,,,,,41.0984600000,-73.4141900000,,,,GPS-Unspecified,NAD83,,,,,,,US,09,001,,,,,,,,,,STORET
STS,Save the Sound (Volunteer),STS-NWH-I-05,Norwalk Harbor,Estuary,,02030203,,,,,41.0938500000,-73.4100300000,,,,GPS-Unspecified,NAD83,,,,,,,US,09,001,,,,,,,,,,STORET
STS,Save the Sound (Volunteer),STS-NWH-I-06,Norwalk Harbor,Estuary,,02030203,,,,,41.0872700000,-73.4042500000,,,,GPS-Unspecified,NAD83,,,,,,,US,09,001,,,,,,,,,,STORET
STS,Save the Sound (Volunteer),STS-NWH-I-07,Norwalk Harbor,Estuary,,02030203,,,,,41.0793900000,-73.4007300000,,,,GPS-Unspecified,NAD83,,,,,,,US,09,001,,,,,,,,,,STORET
STS,Save the Sound (Volunteer),STS-NWH-I-1B-L,Norwalk Harbor - Inner Region,Estuary,,01100006,,,,,41.0995400000,-73.4154800000,,,,GPS-Unspecified,NAD83,,,,,,,US,09,001,,,,,,,,,,STORET
STS,Save the Sound (Volunteer),STS-NWH-O-01,Norwalk Harbor,Estuary,,02030203,,,,,41.0684300000,-73.4119500000,,,,GPS-Unspecified,NAD83,,,,,,,US,09,001,,,,,,,,,,STORET
STS,Save the Sound (Volunteer),STS-NWH-O-02,Norwalk Harbor,Estuary,,02030203,,,,,41.0643500000,-73.4152600000,,,,GPS-Unspecified,NAD83,,,,,,,US,09,001,,,,,,,,,,STORET
STS,Save the Sound (Volunteer),STS-NWH-O-03,Norwalk Harbor,Estuary,,02030203,,,,,41.0627500000,-73.4075800000,,,,GPS-Unspecified,NAD83,,,,,,,US,09,001,,,,,,,,,,STORET
STS,Save the Sound (Volunteer),STS-NWH-O-04,Norwalk Harbor,Estuary,,02030203,,,,,41.0676400000,-73.3985100000,,,,GPS-Unspecified,NAD83,,,,,,,US,09,001,,,,,,,,,,STORET
STS,Save the Sound (Volunteer),STS-NWH-O-05,Norwalk Harbor,Estuary,,02030203,,,,,41.0740600000,-73.3913100000,,,,GPS-Unspecified,NAD83,,,,,,,US,09,001,,,,,,,,,,STORET
STS,Save the Sound (Volunteer),STS-NWH-O-1B-L,Norwalk Harbor - Outer Region,Estuary,,02030203,,,,,41.0683000000,-73.3922100000,,,,GPS-Unspecified,NAD83,,,,,,,US,09,001,,,,,,,,,,STORET
STS,Save the Sound (Volunteer),STS-PR-1,Pequannock River,River/Stream,,01100006,,,,,41.1905160000,-73.1890240000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
STS,Save the Sound (Volunteer),STS-R-BR-1.01,Byram River at South Water Street,River/Stream,,01100006,,,,,41.0006000000,-73.6599600000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
STS,Save the Sound (Volunteer),STS-R-BR-3.15,Byram River at Comley Avenue,River/Stream,,01100006,,,,,41.0273470000,-73.6613210000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
STS,Save the Sound (Volunteer),STS-R-BR-7.55,Byram River at Cliffdale Road,River/Stream,,01100006,,,,,41.0789630000,-73.6955170000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
STS,Save the Sound (Volunteer),STS-R-BREB-0.20,East Branch Byram River at Riversville Road,River/Stream,,01100006,,,,,41.0602300000,-73.6747460000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
STS,Save the Sound (Volunteer),STS-R-HNB-1.6,Horseneck Brook at Eagle Hill,River/Stream,,01100006,,,,,41.0326210000,-73.6413560000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
STS,Save the Sound (Volunteer),STS-R-MIR-1.40,Mianus River at Cos Cob Marina,River/Stream,,01100006,,,,,41.0317500000,-73.5959900000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
STS,Save the Sound (Volunteer),STS-R-PC-0.01,Pemberwick Creek at Pemberwick Road,River/Stream,,01100006,,,,,41.0273320000,-73.6610730000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
STS,Save the Sound (Volunteer),STS-SCO-01,Scotts Cove,Estuary,,02030203,,,,,41.0498500000,-73.4731800000,,,,GPS-Unspecified,NAD83,,,,,,,US,09,001,,,,,,,,,,STORET
STS,Save the Sound (Volunteer),STS-SCO-02,Scotts Cove,Estuary,,02030203,,,,,41.0504100000,-73.4676200000,,,,GPS-Unspecified,NAD83,,,,,,,US,09,001,,,,,,,,,,STORET
STS,Save the Sound (Volunteer),STS-SCO-03,Scotts Cove,Estuary,,02030203,,,,,41.0503700000,-73.4648300000,,,,GPS-Unspecified,NAD83,,,,,,,US,09,001,,,,,,,,,,STORET
STS,Save the Sound (Volunteer),STS-SCO-04,Scotts Cove,Estuary,,02030203,,,,,41.0542500000,-73.4651600000,,,,GPS-Unspecified,NAD83,,,,,,,US,09,001,,,,,,,,,,STORET
STS,Save the Sound (Volunteer),STS-STA-01,Stamford Harbor,Estuary,,02030203,,,,,41.0352000000,-73.5435700000,,,,GPS-Unspecified,NAD83,,,,,,,US,09,001,,,,,,,,,,STORET
STS,Save the Sound (Volunteer),STS-STA-02,Stamford Harbor,Estuary,,02030203,,,,,41.0335300000,-73.5359900000,,,,GPS-Unspecified,NAD83,,,,,,,US,09,001,,,,,,,,,,STORET
STS,Save the Sound (Volunteer),STS-STA-03,Stamford Harbor,Estuary,,02030203,,,,,41.0290600000,-73.5379600000,,,,GPS-Unspecified,NAD83,,,,,,,US,09,001,,,,,,,,,,STORET
STS,Save the Sound (Volunteer),STS-STA-04,Stamford Harbor,Estuary,,02030203,,,,,41.0248000000,-73.5338600000,,,,GPS-Unspecified,NAD83,,,,,,,US,09,001,,,,,,,,,,STORET
STS,Save the Sound (Volunteer),STS-STA-05,Stamford Harbor,Estuary,,02030203,,,,,41.0240500000,-73.5444600000,,,,GPS-Unspecified,NAD83,,,,,,,US,09,001,,,,,,,,,,STORET
STS,Save the Sound (Volunteer),STS-STA-06,Stamford Harbor,Estuary,,02030203,,,,,41.0198100000,-73.5385300000,,,,GPS-Unspecified,NAD83,,,,,,,US,09,001,,,,,,,,,,STORET
STS,Save the Sound (Volunteer),STS-STA-07,Stamford Harbor,Estuary,,02030203,,,,,41.0175400000,-73.5455300000,,,,GPS-Unspecified,NAD83,,,,,,,US,09,001,,,,,,,,,,STORET
STS,Save the Sound (Volunteer),STS-STA-08,Stamford Harbor,Estuary,,01100006,,,,,41.0410000000,-73.5304000000,,,,GPS-Unspecified,NAD83,,,,,,,US,09,001,,,,,,,,,,STORET
STS,Save the Sound (Volunteer),STS-Y-MC-1,Yellow Mill Chanel,River/Stream,,01100006,,,,,41.1818600000,-73.1739490000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
