OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
CTVOLMON,CT DEEP Volunteer Water Monitoring Program (Volunteer),CTVOLMON-New-3,New 3,Estuary,,01100006,,,,,41.1306410000,-73.3128200000,,,,Unknown,UNKWN,,,,,,,US,09,001,,,,,,,,,,STORET
CTVOLMON,CT DEEP Volunteer Water Monitoring Program (Volunteer),CTVOLMON-Noroton-1,Noroton 1,River/Stream,,01100006,,,,,41.0618600000,-73.5081400000,,,,Unknown,UNKWN,,,,,,,US,09,001,,,,,,,,,,STORET
CTVOLMON,CT DEEP Volunteer Water Monitoring Program (Volunteer),CTVOLMON-Noroton-1.75,Noroton 1.75,River/Stream,,01100006,,,,,41.0721780000,-73.5109910000,,,,Unknown,UNKWN,,,,,,,US,09,001,,,,,,,,,,STORET
CTVOLMON,CT DEEP Volunteer Water Monitoring Program (Volunteer),CTVOLMON-Noroton-2,Noroton 2,River/Stream,,01100006,,,,,41.0753000000,-73.5155000000,,,,Unknown,UNKWN,,,,,,,US,09,001,,,,,,,,,,STORET
CTVOLMON,CT DEEP Volunteer Water Monitoring Program (Volunteer),CTVOLMON-Noroton-3,Noroton 3,River/Stream,,01100006,,,,,41.0952990000,-73.5144250000,,,,Unknown,UNKWN,,,,,,,US,09,001,,,,,,,,,,STORET
CTVOLMON,CT DEEP Volunteer Water Monitoring Program (Volunteer),CTVOLMON-Noroton-4,Noroton 4,River/Stream,,01100006,,,,,41.1029000000,-73.5098200000,,,,Unknown,UNKWN,,,,,,,US,09,001,,,,,,,,,,STORET
CTVOLMON,CT DEEP Volunteer Water Monitoring Program (Volunteer),CTVOLMON-Noroton-5,Noroton 5,River/Stream,,01100006,,,,,41.1186800000,-73.5013000000,,,,Unknown,UNKWN,,,,,,,US,09,001,,,,,,,,,,STORET
CTVOLMON,CT DEEP Volunteer Water Monitoring Program (Volunteer),CTVOLMON-Noroton-7,Noroton 7,River/Stream,,01100006,,,,,41.1410800000,-73.5116700000,,,,Unknown,UNKWN,,,,,,,US,09,001,,,,,,,,,,STORET
CTVOLMON,CT DEEP Volunteer Water Monitoring Program (Volunteer),CTVOLMON-Noroton-8,Noroton 8,River/Stream,,01100006,,,,,41.1592500000,-73.5142100000,,,,Unknown,UNKWN,,,,,,,US,09,001,,,,,,,,,,STORET
CTVOLMON,CT DEEP Volunteer Water Monitoring Program (Volunteer),CTVOLMON-Norwalk-0.5,Norwalk 0.5,River/Stream,,01100006,,,,,41.1189300000,-73.4138100000,,,,Unknown,UNKWN,,,,,,,US,09,001,,,,,,,,,,STORET
CTVOLMON,CT DEEP Volunteer Water Monitoring Program (Volunteer),CTVOLMON-Norwalk-1,Norwalk 1,River/Stream,,01100006,,,,,41.1194700000,-73.4170100000,,,,Unknown,UNKWN,,,,,,,US,09,001,,,,,,,,,,STORET
CTVOLMON,CT DEEP Volunteer Water Monitoring Program (Volunteer),CTVOLMON-Norwalk-13,Norwalk 13,River/Stream,,01100006,,,,,41.2655000000,-73.4407900000,,,,Unknown,UNKWN,,,,,,,US,09,001,,,,,,,,,,STORET
CTVOLMON,CT DEEP Volunteer Water Monitoring Program (Volunteer),CTVOLMON-Norwalk-15,Norwalk 15,River/Stream,,01100006,,,,,41.3086990000,-73.4688400000,,,,Unknown,UNKWN,,,,,,,US,09,001,,,,,,,,,,STORET
CTVOLMON,CT DEEP Volunteer Water Monitoring Program (Volunteer),CTVOLMON-Norwalk-19,Norwalk 19,River/Stream,,01100006,,,,,41.3167200000,-73.4900140000,,,,Unknown,UNKWN,,,,,,,US,09,001,,,,,,,,,,STORET
CTVOLMON,CT DEEP Volunteer Water Monitoring Program (Volunteer),CTVOLMON-Norwalk-2,Norwalk 2,River/Stream,,01100006,,,,,41.1263200000,-73.4291600000,,,,Unknown,UNKWN,,,,,,,US,09,001,,,,,,,,,,STORET
CTVOLMON,CT DEEP Volunteer Water Monitoring Program (Volunteer),CTVOLMON-Norwalk-21,Norwalk 21,River/Stream,,01100006,,,,,41.2944400000,-73.4884300000,,,,Unknown,UNKWN,,,,,,,US,09,001,,,,,,,,,,STORET
CTVOLMON,CT DEEP Volunteer Water Monitoring Program (Volunteer),CTVOLMON-Norwalk-23,Norwalk 23,River/Stream,,01100006,,,,,41.2900500000,-73.4934900000,,,,Unknown,UNKWN,,,,,,,US,09,001,,,,,,,,,,STORET
CTVOLMON,CT DEEP Volunteer Water Monitoring Program (Volunteer),CTVOLMON-Norwalk-4,Norwalk 4,River/Stream,,01100006,,,,,41.1434900000,-73.4266900000,,,,Unknown,UNKWN,,,,,,,US,09,001,,,,,,,,,,STORET
CTVOLMON,CT DEEP Volunteer Water Monitoring Program (Volunteer),CTVOLMON-Norwalk-6,Norwalk 6,River/Stream,,01100006,,,,,41.1834100000,-73.4227600000,,,,Unknown,UNKWN,,,,,,,US,09,001,,,,,,,,,,STORET
CTVOLMON,CT DEEP Volunteer Water Monitoring Program (Volunteer),CTVOLMON-Norwalk-9,Norwalk 9,River/Stream,,01100006,,,,,41.2035400000,-73.4309400000,,,,Unknown,UNKWN,,,,,,,US,09,001,,,,,,,,,,STORET
CTVOLMON,CT DEEP Volunteer Water Monitoring Program (Volunteer),CTVOLMON-Norwalk-9.5,Norwalk 9.5,River/Stream,,01100006,,,,,41.2459000000,-73.4340900000,,,,Unknown,UNKWN,,,,,,,US,09,001,,,,,,,,,,STORET
CTVOLMON,CT DEEP Volunteer Water Monitoring Program (Volunteer),CTVOLMON-PB-01,Padanaram Brook,River/Stream,"Brookview Commons, 30 Crosby St",01100005,,,,,41.3984100000,-73.4540600000,,,,Unknown,UNKWN,,,,,,,US,09,001,,,,,,,,,,STORET
CTVOLMON,CT DEEP Volunteer Water Monitoring Program (Volunteer),CTVOLMON-Pequonnock-1,Pequonnock 1,River/Stream,,01100006,,,,,41.2046000000,-73.1876500000,,,,Unknown,UNKWN,,,,,,,US,09,001,,,,,,,,,,STORET
CTVOLMON,CT DEEP Volunteer Water Monitoring Program (Volunteer),CTVOLMON-Pumpkin-1,Pumpkin 1,River/Stream,,01100005,,,,,41.2253700000,-73.1142700000,,,,Unknown,UNKWN,,,,,,,US,09,001,,,,,,,,,,STORET
CTVOLMON,CT DEEP Volunteer Water Monitoring Program (Volunteer),CTVOLMON-Pumpkin-2,Pumpkin 2,River/Stream,,01100005,,,,,41.2257600000,-73.1230900000,,,,Unknown,UNKWN,,,,,,,US,09,001,,,,,,,,,,STORET
CTVOLMON,CT DEEP Volunteer Water Monitoring Program (Volunteer),CTVOLMON-Pumpkin-3,Pumpkin 3,River/Stream,,01100005,,,,,41.2347400000,-73.1250500000,,,,Unknown,UNKWN,,,,,,,US,09,001,,,,,,,,,,STORET
CTVOLMON,CT DEEP Volunteer Water Monitoring Program (Volunteer),CTVOLMON-Pumpkin-4,Pumpkin 4,River/Stream,,01100005,,,,,41.2409300000,-73.1293200000,,,,Unknown,UNKWN,,,,,,,US,09,001,,,,,,,,,,STORET
CTVOLMON,CT DEEP Volunteer Water Monitoring Program (Volunteer),CTVOLMON-Pumpkin-5,Pumpkin 5,River/Stream,,01100005,,,,,41.2486800000,-73.1385900000,,,,Unknown,UNKWN,,,,,,,US,09,001,,,,,,,,,,STORET
CTVOLMON,CT DEEP Volunteer Water Monitoring Program (Volunteer),CTVOLMON-Pumpkin-6,Pumpkin 6,River/Stream,,01100005,,,,,41.2631900000,-73.1397600000,,,,Unknown,UNKWN,,,,,,,US,09,001,,,,,,,,,,STORET
CTVOLMON,CT DEEP Volunteer Water Monitoring Program (Volunteer),CTVOLMON-Rippowam-10,Rippowam 10,River/Stream,,01100006,,,,,41.1615300000,-73.5384300000,,,,Unknown,UNKWN,,,,,,,US,09,001,,,,,,,,,,STORET
CTVOLMON,CT DEEP Volunteer Water Monitoring Program (Volunteer),CTVOLMON-Rippowam-11,Rippowam 11,River/Stream,,01100006,,,,,41.1723400000,-73.5312600000,,,,Unknown,UNKWN,,,,,,,US,09,001,,,,,,,,,,STORET
CTVOLMON,CT DEEP Volunteer Water Monitoring Program (Volunteer),CTVOLMON-Rippowam-11.5,Rippowam 11.5,River/Stream,,01100006,,,,,41.1756100000,-73.5291900000,,,,Unknown,UNKWN,,,,,,,US,09,001,,,,,,,,,,STORET
CTVOLMON,CT DEEP Volunteer Water Monitoring Program (Volunteer),CTVOLMON-Rippowam-12,Rippowam 12,River/Stream,,01100006,,,,,41.1852400000,-73.5299900000,,,,Unknown,UNKWN,,,,,,,US,09,001,,,,,,,,,,STORET
CTVOLMON,CT DEEP Volunteer Water Monitoring Program (Volunteer),CTVOLMON-Rippowam-2,Rippowam 2,River/Stream,,01100006,,,,,41.0590400000,-73.5466400000,,,,Unknown,UNKWN,,,,,,,US,09,001,,,,,,,,,,STORET
CTVOLMON,CT DEEP Volunteer Water Monitoring Program (Volunteer),CTVOLMON-Rippowam-3,Rippowam 3,River/Stream,,01100006,,,,,41.0659300000,-73.5491200000,,,,Unknown,UNKWN,,,,,,,US,09,001,,,,,,,,,,STORET
CTVOLMON,CT DEEP Volunteer Water Monitoring Program (Volunteer),CTVOLMON-Rippowam-4,Rippowam 4,River/Stream,,01100006,,,,,41.0661700000,-73.5576300000,,,,Unknown,UNKWN,,,,,,,US,09,001,,,,,,,,,,STORET
CTVOLMON,CT DEEP Volunteer Water Monitoring Program (Volunteer),CTVOLMON-Rippowam-5,Rippowam 5,River/Stream,,01100006,,,,,41.0855900000,-73.5566400000,,,,Unknown,UNKWN,,,,,,,US,09,001,,,,,,,,,,STORET
CTVOLMON,CT DEEP Volunteer Water Monitoring Program (Volunteer),CTVOLMON-Rippowam-7,Rippowam 7,River/Stream,,01100006,,,,,41.1055900000,-73.5586000000,,,,Unknown,UNKWN,,,,,,,US,09,001,,,,,,,,,,STORET
CTVOLMON,CT DEEP Volunteer Water Monitoring Program (Volunteer),CTVOLMON-Rippowam-9,Rippowam 9,River/Stream,,01100006,,,,,41.1502300000,-73.5341200000,,,,Unknown,UNKWN,,,,,,,US,09,001,,,,,,,,,,STORET
CTVOLMON,CT DEEP Volunteer Water Monitoring Program (Volunteer),CTVOLMON-Rooster-2.5,Rooster 2.5,River/Stream,,01100006,,,,,41.1764820000,-73.2230400000,,,,Unknown,UNKWN,,,,,,,US,09,001,,,,,,,,,,STORET
CTVOLMON,CT DEEP Volunteer Water Monitoring Program (Volunteer),CTVOLMON-Rooster-3.5,Rooster 3.5,River/Stream,,01100006,,,,,41.1828280000,-73.2177100000,,,,Unknown,UNKWN,,,,,,,US,09,001,,,,,,,,,,STORET
CTVOLMON,CT DEEP Volunteer Water Monitoring Program (Volunteer),CTVOLMON-Rooster-4.5,Rooster 4.5,River/Stream,,01100006,,,,,41.1880700000,-73.2187200000,,,,Unknown,UNKWN,,,,,,,US,09,001,,,,,,,,,,STORET
CTVOLMON,CT DEEP Volunteer Water Monitoring Program (Volunteer),CTVOLMON-Rooster-4.6,Rooster 4.6,River/Stream,,01100006,,,,,41.1885750000,-73.2206400000,,,,Unknown,UNKWN,,,,,,,US,09,001,,,,,,,,,,STORET
CTVOLMON,CT DEEP Volunteer Water Monitoring Program (Volunteer),CTVOLMON-Rooster-4.7,Rooster 4.7,River/Stream,,01100006,,,,,41.1926040000,-73.2285000000,,,,Unknown,UNKWN,,,,,,,US,09,001,,,,,,,,,,STORET
CTVOLMON,CT DEEP Volunteer Water Monitoring Program (Volunteer),CTVOLMON-Sasco-6,Sasco 6,River/Stream,,01100006,,,,,41.1455600000,-73.3011100000,,,,Unknown,UNKWN,,,,,,,US,09,001,,,,,,,,,,STORET
CTVOLMON,CT DEEP Volunteer Water Monitoring Program (Volunteer),CTVOLMON-Sasco-7,Sasco 7,River/Stream,,01100006,,,,,41.1457300000,-73.3031400000,,,,Unknown,UNKWN,,,,,,,US,09,001,,,,,,,,,,STORET
CTVOLMON,CT DEEP Volunteer Water Monitoring Program (Volunteer),CTVOLMON-Sasco-9,Sasco 9,River/Stream,,01100006,,,,,41.1528000000,-73.3060500000,,,,Unknown,UNKWN,,,,,,,US,09,001,,,,,,,,,,STORET
CTVOLMON,CT DEEP Volunteer Water Monitoring Program (Volunteer),CTVOLMON-Saugatuck-1,Saugatuck 1,River/Stream,,01100006,,,,,41.1674800000,-73.3664700000,,,,Unknown,UNKWN,,,,,,,US,09,001,,,,,,,,,,STORET
CTVOLMON,CT DEEP Volunteer Water Monitoring Program (Volunteer),CTVOLMON-SB-01,Sympaug Brook,River/Stream,"48 Shelter Rock Rd, Behind Charter Oak Brewing",01100005,,,,,41.3912700000,-73.4277600000,,,,Unknown,UNKWN,,,,,,,US,09,001,,,,,,,,,,STORET
CTVOLMON,CT DEEP Volunteer Water Monitoring Program (Volunteer),CTVOLMON-Silvermine-1,Silvermine 1,River/Stream,,01100006,,,,,41.1359730000,-73.4345460000,,,,Unknown,UNKWN,,,,,,,US,09,001,,,,,,,,,,STORET
CTVOLMON,CT DEEP Volunteer Water Monitoring Program (Volunteer),CTVOLMON-Silvermine-10,Silvermine 10,River/Stream,,01100006,,,,,41.1987100000,-73.4924080000,,,,Unknown,UNKWN,,,,,,,US,09,001,,,,,,,,,,STORET
CTVOLMON,CT DEEP Volunteer Water Monitoring Program (Volunteer),CTVOLMON-Silvermine-2,Silvermine 2,River/Stream,,01100006,,,,,41.1472600000,-73.4429300000,,,,Unknown,UNKWN,,,,,,,US,09,001,,,,,,,,,,STORET
CTVOLMON,CT DEEP Volunteer Water Monitoring Program (Volunteer),CTVOLMON-Silvermine-3,Silvermine 3,River/Stream,,01100006,,,,,41.1512600000,-73.4453900000,,,,Unknown,UNKWN,,,,,,,US,09,001,,,,,,,,,,STORET
CTVOLMON,CT DEEP Volunteer Water Monitoring Program (Volunteer),CTVOLMON-Silvermine-4,Silvermine 4,River/Stream,,01100006,,,,,41.1597100000,-73.4527700000,,,,Unknown,UNKWN,,,,,,,US,09,001,,,,,,,,,,STORET
CTVOLMON,CT DEEP Volunteer Water Monitoring Program (Volunteer),CTVOLMON-Silvermine-5,Silvermine 5,River/Stream,,01100006,,,,,41.1610700000,-73.4626500000,,,,Unknown,UNKWN,,,,,,,US,09,001,,,,,,,,,,STORET
CTVOLMON,CT DEEP Volunteer Water Monitoring Program (Volunteer),CTVOLMON-Silvermine-6,Silvermine 6,River/Stream,,01100006,,,,,41.1712100000,-73.4712800000,,,,Unknown,UNKWN,,,,,,,US,09,001,,,,,,,,,,STORET
CTVOLMON,CT DEEP Volunteer Water Monitoring Program (Volunteer),CTVOLMON-Silvermine-7,Silvermine 7,River/Stream,,01100006,,,,,41.1737100000,-73.4779900000,,,,Unknown,UNKWN,,,,,,,US,09,001,,,,,,,,,,STORET
CTVOLMON,CT DEEP Volunteer Water Monitoring Program (Volunteer),CTVOLMON-Silvermine-8,Silvermine 8,River/Stream,,01100006,,,,,41.1779140000,-73.4817350000,,,,Unknown,UNKWN,,,,,,,US,09,001,,,,,,,,,,STORET
CTVOLMON,CT DEEP Volunteer Water Monitoring Program (Volunteer),CTVOLMON-Silvermine-9,Silvermine 9,River/Stream,,01100006,,,,,41.1867900000,-73.4874900000,,,,Unknown,UNKWN,,,,,,,US,09,001,,,,,,,,,,STORET
CTVOLMON,CT DEEP Volunteer Water Monitoring Program (Volunteer),CTVOLMON-SR-02,Still River,River/Stream,"Downstream of USGS Site ID 01201487, Brookfield Still River Greenway, Silvermine Rd",01100005,,,,,41.4677700000,-73.4032500000,,,,Unknown,UNKWN,,,,,,,US,09,001,,,,,,,,,,STORET
CTVOLMON,CT DEEP Volunteer Water Monitoring Program (Volunteer),CTVOLMON-SR-03,Still River,River/Stream,Grays Bridge Rd and Sand Cut Rd,01100005,,,,,41.4396600000,-73.3987900000,,,,Unknown,UNKWN,,,,,,,US,09,001,,,,,,,,,,STORET
CTVOLMON,CT DEEP Volunteer Water Monitoring Program (Volunteer),CTVOLMON-SR-04,Still River,River/Stream,Under Route 7 North overpass,01100005,,,,,41.3821280000,-73.4749500000,,,,Unknown,UNKWN,,,,,,,US,09,001,,,,,,,,,,STORET
CTVOLMON,CT DEEP Volunteer Water Monitoring Program (Volunteer),CTVOLMON-SR-05,Still River,River/Stream,"11 Kenosia Ave, Outlet of Lake Kenosia",01100005,,,,,41.3827600000,-73.4974100000,,,,Unknown,UNKWN,,,,,,,US,09,001,,,,,,,,,,STORET
CTVOLMON,CT DEEP Volunteer Water Monitoring Program (Volunteer),CTVOLMON-Stony-1,Stony 1,River/Stream,,01100006,,,,,41.1322300000,-73.3683800000,,,,Unknown,UNKWN,,,,,,,US,09,001,,,,,,,,,,STORET
CTVOLMON,CT DEEP Volunteer Water Monitoring Program (Volunteer),CTVOLMON-Stony-2,Stony 2,River/Stream,,01100006,,,,,41.1365300000,-73.3699300000,,,,Unknown,UNKWN,,,,,,,US,09,001,,,,,,,,,,STORET
CTVOLMON,CT DEEP Volunteer Water Monitoring Program (Volunteer),CTVOLMON-Stony-3,Stony 3,River/Stream,,01100006,,,,,41.1432200000,-73.3806200000,,,,Unknown,UNKWN,,,,,,,US,09,001,,,,,,,,,,STORET
CTVOLMON,CT DEEP Volunteer Water Monitoring Program (Volunteer),CTVOLMON-Stony-4,Stony 4,River/Stream,,01100006,,,,,41.1488300000,-73.3842400000,,,,Unknown,UNKWN,,,,,,,US,09,001,,,,,,,,,,STORET
CTVOLMON,CT DEEP Volunteer Water Monitoring Program (Volunteer),CTVOLMON-Stony-5,Stony 5,River/Stream,,01100006,,,,,41.1503300000,-73.3873900000,,,,Unknown,UNKWN,,,,,,,US,09,001,,,,,,,,,,STORET
CTVOLMON,CT DEEP Volunteer Water Monitoring Program (Volunteer),CTVOLMON-Stony-6,Stony 6,River/Stream,,01100006,,,,,41.1517800000,-73.3910000000,,,,Unknown,UNKWN,,,,,,,US,09,001,,,,,,,,,,STORET
CTVOLMON,CT DEEP Volunteer Water Monitoring Program (Volunteer),CTVOLMON-Success-1,Success 1,River/Stream,,01100006,,,,,41.1889800000,-73.1716200000,,,,Unknown,UNKWN,,,,,,,US,09,001,,,,,,,,,,STORET
CTVOLMON,CT DEEP Volunteer Water Monitoring Program (Volunteer),CTVOLMON-Success-2A,Success 2A,River/Stream,,01100006,,,,,41.2186200000,-73.1702800000,,,,Unknown,UNKWN,,,,,,,US,09,001,,,,,,,,,,STORET
CTVOLMON,CT DEEP Volunteer Water Monitoring Program (Volunteer),CTVOLMON-Success-2C,Success 2C,River/Stream,,01100006,,,,,41.2266600000,-73.1667100000,,,,Unknown,UNKWN,,,,,,,US,09,001,,,,,,,,,,STORET
CTVOLMON,CT DEEP Volunteer Water Monitoring Program (Volunteer),CTVOLMON-Success-3A,Success 3A,River/Stream,,01100006,,,,,41.2181200000,-73.1664300000,,,,Unknown,UNKWN,,,,,,,US,09,001,,,,,,,,,,STORET
CTVOLMON,CT DEEP Volunteer Water Monitoring Program (Volunteer),CTVOLMON-Success-3B,Success 3B,River/Stream,,01100006,,,,,41.2205800000,-73.1644900000,,,,Unknown,UNKWN,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Ash-1,Ash 1,Estuary,Ash Creek,01100006,,,,,41.1674500000,-73.2236900000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Bruce-0.5,Bruce 0.5,Estuary,Bruce Brook,01100006,,,,,41.1739560000,-73.1585580000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Bruce-1,Bruce 1,River/Stream,Bruce Brook,01100006,,,,,41.1838600000,-73.1544700000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Bruce-2,Bruce 2,River/Stream,Bruce Brook,01100006,,,,,41.1918800000,-73.1542700000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Bruce-3,Bruce 3,River/Stream,Bruce Brook,01100006,,,,,41.1969900000,-73.1508500000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Bruce-4,Bruce 4,River/Stream,Bruce Brook,01100006,,,,,41.2039700000,-73.1480300000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Bruce-5,Bruce 5,River/Stream,Bruce Brook,01100006,,,,,41.2091500000,-73.1456500000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Bruce-6,Bruce 6,River/Stream,Bruce Brook,01100006,,,,,41.2194900000,-73.1409100000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Bruce-7,Bruce 7,River/Stream,Bruce Brook,01100006,,,,,41.2211800000,-73.1409100000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Bruce-8,Bruce 8,River/Stream,Bruce Brook,01100006,,,,,41.2227800000,-73.1415700000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Comstock-1,Comstock 1,River/Stream,Comstock Brook,01100006,,,,,41.1959700000,-73.4374700000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Comstock-2,Comstock 2,River/Stream,Comstock Brook,01100006,,,,,41.2051800000,-73.4482200000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Comstock-3,Comstock 3,River/Stream,Comstock Brook,01100006,,,,,41.2126200000,-73.4584100000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-East-Comstock-1,East Comstock 1,River/Stream,Comstock Brook,01100006,,,,,41.2324700000,-73.4650200000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-East-Comstock-2,East Comstock 2,River/Stream,Comstock Brook,01100006,,,,,41.2392700000,-73.4616400000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Fivemile-1,Fivemile 1,Estuary,Fivemile River,01100006,,,,,41.0730200000,-73.4476200000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Fivemile-10,Fivemile 10,River/Stream,Fivemile River,01100006,,,,,41.1893200000,-73.5141400000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Fivemile-2,Fivemile 2,River/Stream,Fivemile River,01100006,,,,,41.0881900000,-73.4507100000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Fivemile-3,Fivemile 3,River/Stream,Fivemile River,01100006,,,,,41.1005800000,-73.4544100000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Fivemile-4,Fivemile 4,River/Stream,Fivemile River,01100006,,,,,41.1106900000,-73.4619600000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Fivemile-5,Fivemile 5,River/Stream,Fivemile River,01100006,,,,,41.1269000000,-73.4710200000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Fivemile-6,Fivemile 6,River/Stream,Fivemile River,01100006,,,,,41.1366200000,-73.4791700000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Fivemile-7,Fivemile 7,River/Stream,Fivemile River,01100006,,,,,41.1478300000,-73.4835300000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Fivemile-8,Fivemile 8,River/Stream,Fivemile River,01100006,,,,,41.1555800000,-73.4934500000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Fivemile-9,Fivemile 9,River/Stream,Fivemile River,01100006,,,,,41.1681100000,-73.5049300000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
HARBORWATCH_WQX,"Harbor Watch, a Program of Earthplace, Inc.",HARBORWATCH_WQX-Five-Mile-River-Harbor-1,Five Mile River Harbor 1,Estuary,Five Mile River Harbor DO Survey,02030203,,,,,41.0562500000,-73.4457670000,,,,GPS-Unspecified,WGS84,,,,,,,US,09,001,,,,,,,,,,STORET
